x, y, z
5.476233798731732, 5.050889258511627,                                                                                       
4.820088379833909, 5.160987042827956,                                                                                       
5.043600323777757, 5.403159493646637,                                                                                       
4.9208252015076255, 5.106436952279288,                                                                                       
4.874966400003874, 5.088839415839402,                                                                                       
4.684724765271472, 5.208710288090308,                                                                                       
4.988317978127504, 5.129598613026074,                                                                                       
5.476779950250515, 5.043895934747961,                                                                                       
4.704733752814602, 5.103543510497423,                                                                                       
5.201114923266151, 5.088750607064275,                                                                                       
4.67886355590965, 5.829798657457133,                                                                                       
4.428722547532899, 5.228168100308134,                                                                                       
4.541128107739356, 5.232556107042407,                                                                                       
4.814668440115342, 6.0485698920142905,                                                                                       
4.988911338145576, 5.100213760490074,                                                                                       
5.382725127540779, 4.911376842745695,                                                                                       
5.47263919548033, 5.035113497945922,                                                                                       
5.216407690787984, 5.074108708463411,                                                                                       
5.478254109213206, 5.044081199254952,                                                                                       
5.121179759673462, 5.066871721758222,                                                                                       
3.953578867072086, 4.965115482440599,                                                                                       
4.67030798898641, 5.796037977841853,                                                                                       
4.444853307162658, 5.295931410138387,                                                                                       
5.0314403282043445, 5.199211193240759,                                                                                       
4.691435924984386, 5.595294531426168,                                                                                       
5.473839267145349, 5.04603201380133,                                                                                       
4.635383028096522, 5.7094405685030365,                                                                                       
4.973825474867871, 5.247337350710787,                                                                                       
3.960035624927923, 4.954165715229518,                                                                                       
4.833806624156587, 6.309964683722928,                                                                                       
4.6899501058213575, 5.867926718906186,                                                                                       
4.815716076113029, 5.675076974351631,                                                                                       
4.822307381881535, 5.174503250035936,                                                                                       
5.000300682403793, 5.221760827248737,                                                                                       
4.634790215966012, 5.668189984089657,                                                                                       
4.713809332771208, 5.666934027031502,                                                                                       
4.154069970464345, 5.111602070021652,                                                                                       
4.720165929597559, 5.941787921354138,                                                                                       
4.419309620517079, 5.318915894853259,                                                                                       
5.025693819087372, 5.159551583593756,                                                                                       
4.893978332038219, 6.327876505517152,                                                                                       
5.032599500937, 5.14549180744882,                                                                                       
4.594124207716468, 5.631591210094419,                                                                                       
3.9319872936672566, 4.953134178248548,                                                                                       
4.748521987984551, 5.675991313561365,                                                                                       
4.86575039345834, 5.168843528528815,                                                                                       
4.891791442142148, 5.219688056794561,                                                                                       
4.745853767666573, 6.043120230233415,                                                                                       
4.750943863302518, 5.468956581587488,                                                                                       
4.9472345333832335, 5.4016344421796845,                                                                                       
4.903994834295726, 5.23376977403336,                                                                                       
3.9567671867277907, 4.950325493989258,                                                                                       
4.973130323645808, 5.245607426419014,                                                                                       
4.87629172316763, 5.542625724935305,                                                                                       
5.4782163112158475, 5.048707964091764,                                                                                       
4.836114195126723, 5.654061946213431,                                                                                       
4.5157942811164675, 5.564380339864914,                                                                                       
3.9187015426414296, 4.949275426136467,                                                                                       
5.39528740763429, 4.922719002365853,                                                                                       
4.750578509947981, 5.212192870729041,                                                                                       
5.158609197673311, 5.082888556476586,                                                                                       
4.759689802044893, 6.045951454731078,                                                                                       
4.842968399137501, 6.325345221075088,                                                                                       
4.603769660009662, 5.673373633448378,                                                                                       
5.013294326467383, 5.090820610358324,                                                                                       
4.915846320658307, 6.332909275127717,                                                                                       
4.637491464695293, 5.7028856731640785,                                                                                       
4.813523706945899, 5.155505460368512,                                                                                       
4.119525713729363, 5.111866797108483,                                                                                       
4.697009727129056, 5.819932048926384,                                                                                       
4.7125464029514355, 5.927643689004947,                                                                                       
4.760297084935936, 6.053561140302822,                                                                                       
4.821141895193619, 6.30705214575453,                                                                                       
4.240806068052998, 5.197542820426383,                                                                                       
4.616005787771305, 5.769088228118191,                                                                                       
3.9324045038797535, 4.92026953014082,                                                                                       
3.95819021831502, 4.94310941440937,                                                                                       
4.677544573097997, 5.8443346166498165,                                                                                       
4.56580329071875, 5.581972933932964,                                                                                       
4.584392194115258, 5.565692271978757,                                                                                       
4.992035634262938, 5.216194080314599,                                                                                       
4.591431949960074, 5.65392172227973,                                                                                       
4.563081801976388, 5.607505981417923,                                                                                       
4.246929812063264, 5.22086765972919,                                                                                       
5.126871847063146, 5.1112552545278405,                                                                                       
4.824386618398994, 6.308496385471519,                                                                                       
4.913351989497561, 6.330912686842397,                                                                                       
4.731816051118067, 5.626789969290722,                                                                                       
4.157702574278343, 5.0856863232713225,                                                                                       
5.013468733211666, 5.099632211052068,                                                                                       
4.8200094747909015, 5.552133314582276,                                                                                       
3.953351792834259, 4.897506493983369,                                                                                       
4.866152024135738, 5.267614264256867,                                                                                       
4.7955620521824995, 5.360671066170891,                                                                                       
5.1731879440670445, 5.374544451058171,                                                                                       
5.128725172851433, 5.17219970335681,                                                                                       
5.228892850068656, 5.135178328310116,                                                                                       
5.481105507839582, 5.041945117640747,                                                                                       
3.9403951062077827, 4.907196928668751,                                                                                       
3.935524459663244, 4.897188075534595,                                                                                       
4.826020445400828, 6.307846621652467,                                                                                       
3.9735309035703934, 4.9584660854651315,                                                                                       
4.155999977350801, 5.097614677068108,                                                                                       
3.916793108149512, 4.933420283833077,                                                                                       
5.197842007248656, 5.132531885460764,                                                                                       
4.7006322960862414, 5.373137239687827,                                                                                       
4.727719022758006, 5.920320446899903,                                                                                       
4.595307849518167, 5.30267116720171,                                                                                       
4.760901485598609, 6.036575435961628,                                                                                       
4.968534247442549, 5.137321793131913,                                                                                       
4.6065536131983045, 5.409693735173857,                                                                                       
4.822143783235005, 6.308557898582701,                                                                                       
5.4834803099004, 5.047708737299622,                                                                                       
5.21457246910479, 5.130185086389451,                                                                                       
5.387212411650471, 4.916018970693976,                                                                                       
4.475798498272291, 5.370899363066611,                                                                                       
5.379136870461211, 4.917730329583606,                                                                                       
4.6856357212337905, 5.822501939706827,                                                                                       
5.2233030362090735, 5.140613071843698,                                                                                       
4.432652301243374, 5.374268083302453,                                                                                       
5.342507453132682, 5.086451804053632,                                                                                       
4.756558909188727, 6.0455394279792,                                                                                       
4.506399238831303, 5.272793498186427,                                                                                       
5.330434240282288, 5.108871162939685,                                                                                       
5.012316839819579, 5.247638011429675,                                                                                       
4.884004724789877, 6.32725254137877,                                                                                       
4.523278152252203, 5.326122258221164,                                                                                       
4.832016016139807, 6.310889847941445,                                                                                       
5.226880995661781, 5.127462480322017,                                                                                       
4.96102328478668, 5.658156285137218,                                                                                       
5.008954106215205, 5.1039298043422985,                                                                                       
4.618876740737341, 5.661176809768112,                                                                                       
4.498460138501012, 5.45078963359241,                                                                                       
4.5095039244153545, 5.450986718928532,                                                                                       
4.771365911208005, 5.204169129051967,                                                                                       
4.914720914618141, 5.18874163588222,                                                                                       
5.08536122213611, 5.1941204115831745,                                                                                       
4.471961258886116, 5.319585747924243,                                                                                       
5.1217710878460965, 5.125106128521227,                                                                                       
4.516575048830353, 5.40175018802389,                                                                                       
3.9019589270404063, 4.929851245861442,                                                                                       
4.637856244044903, 5.643028669178326,                                                                                       
4.63151963867795, 5.594010819852903,                                                                                       
4.74295443412979, 6.0303260828543275,                                                                                       
4.614262945729858, 5.658675826606441,                                                                                       
4.507238645044096, 5.38754398790636,                                                                                       
5.056203086677997, 5.487232176910935,                                                                                       
4.917748596692787, 5.158188600332561,                                                                                       
4.973506140496937, 5.166871971252971,                                                                                       
5.002763429186615, 5.225482465016082,                                                                                       
4.911884068648965, 6.331190485278952,                                                                                       
4.841077212027558, 6.3253204688643665,                                                                                       
5.246915245128346, 5.139298421973825,                                                                                       
4.726648088604578, 5.767034519726623,                                                                                       
5.480036570575521, 5.048889079411299,                                                                                       
5.185359138886814, 5.0113745011767135,                                                                                       
5.386675078769393, 4.914333657899272,                                                                                       
5.138096135842797, 5.077024955800329,                                                                                       
4.2402899529442015, 5.187180367672244,                                                                                       
5.2150706109072775, 5.117666264477986,                                                                                       
5.39293349652489, 4.920022801808335,                                                                                       
4.6089159184415385, 5.653060304020126,                                                                                       
4.889518266771514, 5.174257125889721,                                                                                       
5.222392179899411, 5.136703818136142,                                                                                       
4.905978023818089, 6.348039858494538,                                                                                       
5.033985599599607, 5.787422719044016,                                                                                       
3.902376658743384, 4.959086670268648,                                                                                       
5.05697198615933, 5.05256153802184,                                                                                       
3.952977341796142, 4.936518998837684,                                                                                       
4.622948130449877, 5.719260630429318,                                                                                       
4.919971276350162, 5.106750672983669,                                                                                       
3.931897392126767, 4.918639923818674,                                                                                       
5.384618274567585, 4.913338006711056,                                                                                       
5.38072926908078, 4.9165257005240885,                                                                                       
3.9356616880018844, 4.946736949446937,                                                                                       
4.113112091212454, 5.087853486422353,                                                                                       
4.658338875252101, 5.7492986068682335,                                                                                       
4.683938921881362, 5.792686753766349,                                                                                       
4.687374446464203, 5.926711287318651,                                                                                       
4.679512246952906, 5.784014736323185,                                                                                       
5.039490446301798, 5.147977424227131,                                                                                       
4.713202708826822, 5.987579746414529,                                                                                       
5.386308789204184, 4.924439353856385,                                                                                       
4.987207657988892, 5.1380395791401385,                                                                                       
4.709553646060455, 5.903921594723387,                                                                                       
5.10147250429624, 5.192074564024816,                                                                                       
4.683142474195277, 5.819542334645929,                                                                                       
4.7044895257243216, 5.844755920391786,                                                                                       
4.630395498041618, 5.218261080204526,                                                                                       
4.726652290422875, 5.888110470404554,                                                                                       
5.15854061252215, 5.050852770550076,                                                                                       
4.584614753571626, 5.607039303442045,                                                                                       
5.150208688111197, 5.073207465803615,                                                                                       
5.381971447782222, 4.9232856452114735,                                                                                       
5.380051306441181, 4.926877934695704,                                                                                       
5.3837702283363535, 4.917535502576138,                                                                                       
4.324759064929034, 5.142801192795754,                                                                                       
4.650324813279448, 5.718807845662798,                                                                                       
4.651705153142346, 5.734980615255274,                                                                                       
4.640766092234804, 5.7083514060915475,                                                                                       
4.712853318229366, 5.904835374120934,                                                                                       
4.844936078991379, 5.5731723257217505,                                                                                       
4.680326435698589, 4.933272979182571,                                                                                       
4.464019244073776, 5.315726882250203,                                                                                       
4.800834413159362, 6.054714147555362,                                                                                       
5.124529264963489, 5.07749894199269,                                                                                       
4.708604164514327, 6.016477294053587,                                                                                       
4.615127186015283, 5.690311732149248,                                                                                       
4.646065494030358, 5.635787529765401,                                                                                       
4.8469796790571, 6.318444191447079,                                                                                       
5.11819516351728, 5.086982371332195,                                                                                       
4.647205805027895, 5.701913526894982,                                                                                       
5.161432082114714, 5.040238993395847,                                                                                       
4.601939033899511, 5.701549391767053,                                                                                       
4.684293734325114, 5.857286630140904,                                                                                       
4.97060104379663, 5.096396826181742,                                                                                       
4.761848327501264, 6.0646709100892195,                                                                                       
5.18666425958881, 5.1533298004694235,                                                                                       
5.1890505942260585, 5.154094676644037,                                                                                       
4.165430020726097, 5.136590806366653,                                                                                       
5.379009774575215, 4.921010583443893,                                                                                       
4.75047903810385, 5.570693334080959,                                                                                       
4.6955270419687976, 5.85512554014477,                                                                                       
4.649967654692547, 5.777833667159707,                                                                                       
4.169546388297168, 5.140586294209209,                                                                                       
5.141938891327554, 5.08461158521892,                                                                                       
4.4194663798316975, 5.258170401603607,                                                                                       
4.826305788637191, 5.614149288523782,                                                                                       
5.049818440321674, 5.2774244065935605,                                                                                       
3.896989024547926, 4.946335075157155,                                                                                       
4.747987453577286, 6.082134012193049,                                                                                       
4.9426716711043195, 5.463271540538126,                                                                                       
5.0551138702140905, 5.043343289176771,                                                                                       
4.855094083111284, 5.602066909216918,                                                                                       
4.723897923976803, 5.928778647616281,                                                                                       
4.873729550260378, 5.16487682916149,                                                                                       
4.744217923431347, 6.045350714268371,                                                                                       
4.15568331019413, 5.125566392383692,                                                                                       
5.374153906725637, 4.9239363352825345,                                                                                       
