x, y, z
5.276016414251023, 5.295877054293264,                                                                                       
4.629803630161959, 5.180656465897139,                                                                                       
5.5031307005191685, 5.483851634338004,                                                                                       
4.612559497800735, 5.1823228219816135,                                                                                       
5.495560454943768, 5.4773227919927505,                                                                                       
5.0006860611090085, 4.7407301225558856,                                                                                       
5.313365633394576, 4.227907927526882,                                                                                       
4.98928587374596, 4.776828763874484,                                                                                       
4.630317384912065, 5.195548218761741,                                                                                       
5.079691326892713, 4.915608843640782,                                                                                       
4.983560402259216, 4.900360871242053,                                                                                       
5.127150453766572, 5.2731363599600005,                                                                                       
5.3546869136555495, 5.351004827048893,                                                                                       
5.135115194653493, 4.7312033552426085,                                                                                       
5.2455709450200585, 4.8348234871411275,                                                                                       
5.108942613036634, 4.868968260069805,                                                                                       
5.028382260180963, 4.781308808663978,                                                                                       
4.940892953745625, 4.935493205502864,                                                                                       
5.080929231769711, 4.857541636821531,                                                                                       
5.435455357494625, 5.40997375042316,                                                                                       
5.189584537714263, 4.822148043161143,                                                                                       
5.141004525114495, 4.892081284512441,                                                                                       
5.290828193476407, 4.919474257361702,                                                                                       
5.023527280391583, 4.981452904012885,                                                                                       
5.173999369199557, 5.235970091529326,                                                                                       
5.157202409926456, 5.229302328829865,                                                                                       
4.994880791524578, 4.935176396517027,                                                                                       
5.223289421896976, 4.87492374566167,                                                                                       
5.337156857512045, 5.338252932485482,                                                                                       
5.262075990301078, 5.317600295241659,                                                                                       
4.761523315341481, 5.152151278968153,                                                                                       
5.304362332912837, 5.329609445808646,                                                                                       
4.537514464307936, 5.2106846818009895,                                                                                       
4.516218880789471, 5.186963123816225,                                                                                       
5.0209868467507475, 4.887582878731113,                                                                                       
4.84170704346929, 5.22131236365751,                                                                                       
5.083095068322857, 4.715350833881597,                                                                                       
4.798182900269404, 5.250632531322931,                                                                                       
4.29360830065443, 5.283630747409993,                                                                                       
5.502132289878296, 5.4814999401666045,                                                                                       
4.2951870768608265, 5.294019192563153,                                                                                       
4.4973871178441405, 5.203158594982386,                                                                                       
5.088423480172955, 4.68288798137066,                                                                                       
4.625764573657027, 5.191874275507883,                                                                                       
5.049476246386265, 4.891911079954797,                                                                                       
4.298424496182449, 5.2888163194078555,                                                                                       
5.346220496968268, 5.489140534885808,                                                                                       
4.307992267752199, 5.278242759874273,                                                                                       
4.531718397842949, 5.2063163247030815,                                                                                       
4.9953891491297755, 4.905247891600172,                                                                                       
5.331325984867521, 5.370050472847898,                                                                                       
5.106927759026151, 4.85308893288264,                                                                                       
5.101722257554416, 4.950537073513244,                                                                                       
5.32592508000237, 4.27724541401178,                                                                                       
4.69106143490483, 5.167021713413489,                                                                                       
5.135550631154126, 5.031813922583115,                                                                                       
4.624704659174884, 5.189244509065426,                                                                                       
4.463034792531134, 5.206816980606284,                                                                                       
5.13153048708074, 5.1926165586318485,                                                                                       
4.8712185495348885, 5.142835752976675,                                                                                       
5.044385866109674, 4.939314256279812,                                                                                       
5.332060741869847, 4.90516764342922,                                                                                       
5.252026536983871, 4.975471704528826,                                                                                       
5.100034382626787, 4.983639821944919,                                                                                       
5.409545138436436, 5.391930838540148,                                                                                       
5.134673975495831, 4.905470840382233,                                                                                       
5.1597037944042725, 5.229893817049522,                                                                                       
5.457193119859389, 5.167966938847939,                                                                                       
5.34917858265602, 5.343213574890145,                                                                                       
5.273055534342369, 5.294148690846912,                                                                                       
5.285458596983226, 5.264079083732577,                                                                                       
5.307659956363679, 5.223243903860203,                                                                                       
5.266165110086031, 5.144518320105355,                                                                                       
5.13481520067867, 4.976312609602937,                                                                                       
5.062723251470273, 5.189714535520416,                                                                                       
5.088247904430224, 5.026214866657352,                                                                                       
5.092598237919554, 5.010695598183506,                                                                                       
5.247174691129319, 4.904786246557303,                                                                                       
5.406221819732644, 5.307385182579879,                                                                                       
5.326519317283071, 5.342735552181978,                                                                                       
5.223754116185367, 4.929398907809779,                                                                                       
5.33054691282414, 5.195666827178761,                                                                                       
4.496522090421265, 5.200691116131361,                                                                                       
5.2798522379241755, 5.184541676457732,                                                                                       
5.084347711609923, 4.72097689477363,                                                                                       
4.297672298073336, 5.296976969609387,                                                                                       
5.110653511453506, 4.844202717879349,                                                                                       
5.154937160522741, 4.895144564734753,                                                                                       
4.715710192860374, 5.154688872482527,                                                                                       
5.184115712213114, 5.15015737761235,                                                                                       
5.2024651311871715, 4.603197840184295,                                                                                       
5.312701177524811, 5.162146854571676,                                                                                       
5.133194519825946, 4.730837383241105,                                                                                       
5.106471424701613, 4.920491665441133,                                                                                       
5.239427599125565, 4.798661511755236,                                                                                       
4.309756564179543, 5.29043207240297,                                                                                       
4.6241119347947475, 5.116485631044196,                                                                                       
5.413850840060934, 5.387984912373083,                                                                                       
5.432738818524774, 5.402771951838343,                                                                                       
5.1372312168231495, 4.741740281670105,                                                                                       
5.667706867239002, 5.644823126458967,                                                                                       
5.445266955902027, 5.438753391269485,                                                                                       
5.314384279980828, 5.30560648449481,                                                                                       
5.285696456135253, 5.260839234823697,                                                                                       
5.434881975444239, 5.444107688036241,                                                                                       
5.230013104901176, 5.191089498012726,                                                                                       
5.342717928462492, 5.276504584200148,                                                                                       
5.378841822156211, 5.353411171070401,                                                                                       
5.33548582917483, 5.338424775434485,                                                                                       
5.422531785820628, 5.276129381287394,                                                                                       
5.484658659371719, 5.3770850283638545,                                                                                       
5.3822776462975215, 5.2544959109176235,                                                                                       
5.234389601842705, 4.721726470166546,                                                                                       
5.285888729300646, 5.275003095982456,                                                                                       
5.335993861048264, 4.271608627848362,                                                                                       
5.546303619454017, 4.9517680366539,                                                                                       
5.1132258233809535, 4.938070176710374,                                                                                       
5.03569373662446, 4.827151946513983,                                                                                       
5.234007622549956, 5.331122635095278,                                                                                       
5.381175329442376, 5.361735946130259,                                                                                       
4.298115234314866, 5.293385935470335,                                                                                       
4.537237986887961, 5.191697666814965,                                                                                       
5.3319907675851885, 5.289392042870989,                                                                                       
4.585509097316024, 5.222767882437007,                                                                                       
4.287709742677198, 5.286184695599724,                                                                                       
4.531954517913257, 5.195301766335486,                                                                                       
5.067829251830637, 4.6756387932240395,                                                                                       
4.294218100627008, 5.3103765095550095,                                                                                       
4.3032860309389775, 5.301212038983681,                                                                                       
5.117311999681711, 4.616493539923956,                                                                                       
4.604336210677276, 5.189491427156993,                                                                                       
5.2739063248637565, 5.43879347425405,                                                                                       
5.1129656938861805, 4.66073557250722,                                                                                       
4.308435651089886, 5.265829576889342,                                                                                       
4.554757445345435, 5.202479311844441,                                                                                       
5.41882242454371, 5.402274348543393,                                                                                       
4.537655923098826, 5.196317338908191,                                                                                       
4.3099782815807615, 5.269277564952553,                                                                                       
